NodeId;Status;Resources[CPU, MEM(RAM)];ProcessingDelay;NodeCost;PercentFailure
1;T;[0, 0];0.3;0.6;0
2;T;[0, 0];0.9;0.8;0
3;T;[0, 0];0.2;0.8;0
4;T;[0, 0];0.1;0.8;0
5;T;[0, 0];0.9;0.9;0
6;T;[0, 0];0.6;0.8;0
7;T;[0, 0];0.6;0.5;0
8;T;[0, 0];0.6;0.5;0
9;T;[0, 0];0.3;0.8;0
10;T;[0, 0];0.3;0.6;0
11;T;[0, 0];0.2;0.6;0
12;T;[0, 0];0.7;0.9;0
13;T;[0, 0];0.5;0.5;0
14;T;[0, 0];0.7;0.5;0
15;T;[0, 0];1.0;0.7;0
16;T;[0, 0];0.9;0.8;0
17;T;[0, 0];0.1;0.8;0
18;T;[0, 0];0.9;1.0;0
19;T;[0, 0];0.1;0.6;0
20;T;[0, 0];0.9;0.7;0
21;T;[0, 0];0.2;0.6;0
22;T;[0, 0];0.1;1.0;0
23;T;[0, 0];0.6;0.8;0
24;T;[0, 0];0.7;0.9;0
25;T;[0, 0];0.8;0.5;0
26;T;[0, 0];0.5;0.9;0
27;T;[0, 0];0.9;0.6;0
28;T;[0, 0];0.3;0.9;0
29;T;[0, 0];0.6;0.6;0
30;T;[0, 0];0.8;0.8;0
31;T;[0, 0];0.1;0.9;0
32;T;[0, 0];0.6;0.5;0
33;T;[0, 0];0.5;0.8;0
34;T;[0, 0];0.1;0.8;0
35;T;[0, 0];0.7;0.6;0
36;T;[0, 0];0.3;0.5;0
37;T;[0, 0];0.6;0.5;0
38;T;[0, 0];0.3;0.5;0
39;T;[0, 0];0.8;0.9;0
40;T;[0, 0];0.7;1.0;0
41;T;[0, 0];0.8;0.6;0
42;T;[0, 0];0.8;0.9;0
43;T;[0, 0];0.2;0.9;0
44;T;[0, 0];1.0;0.7;0
45;T;[0, 0];0.3;0.7;0
46;T;[0, 0];0.5;0.5;0
47;T;[0, 0];0.9;0.9;0
48;T;[0, 0];0.9;0.9;0
49;T;[0, 0];0.9;0.6;0
50;T;[0, 0];0.3;0.8;0
51;T;[0, 0];0.2;0.5;0
52;T;[0, 0];0.4;0.7;0
53;T;[0, 0];0.1;0.9;0
54;T;[0, 0];0.3;0.6;0
55;T;[0, 0];0.3;0.8;0
56;T;[0, 0];0.5;0.5;0
57;T;[0, 0];0.1;1.0;0
58;T;[0, 0];0.8;0.8;0
59;T;[0, 0];0.4;1.0;0
60;T;[0, 0];0.1;0.5;0
61;T;[0, 0];0.5;0.5;0
62;T;[0, 0];0.4;0.5;0
63;T;[0, 0];0.7;1.0;0
64;T;[0, 0];0.8;1.0;0
65;T;[0, 0];0.2;0.5;0
66;T;[0, 0];0.4;0.6;0
67;T;[0, 0];0.6;0.9;0
68;T;[0, 0];0.7;0.6;0
69;T;[0, 0];0.2;0.7;0
70;T;[0, 0];0.9;0.7;0
71;T;[0, 0];0.3;0.5;0
72;T;[0, 0];0.3;0.9;0
73;T;[0, 0];0.9;0.6;0
74;T;[0, 0];0.7;0.8;0
75;T;[0, 0];0.9;1.0;0
76;T;[0, 0];0.7;0.9;0
77;T;[0, 0];0.6;1.0;0
78;T;[0, 0];0.1;1.0;0
79;T;[0, 0];0.5;0.7;0
80;T;[0, 0];0.5;0.6;0
81;T;[0, 0];0.1;0.7;0
82;T;[0, 0];0.2;0.9;0
83;T;[0, 0];0.6;0.5;0
84;T;[0, 0];1.0;0.7;0
85;T;[0, 0];0.9;0.9;0
86;T;[0, 0];0.1;0.6;0
87;T;[0, 0];0.9;1.0;0
88;T;[0, 0];0.9;0.7;0
89;T;[0, 0];0.4;1.0;0
90;T;[0, 0];1.0;0.5;0
91;T;[0, 0];0.4;1.0;0
92;T;[0, 0];0.7;0.8;0
93;T;[0, 0];0.2;1.0;0
94;T;[0, 0];0.4;0.5;0
95;T;[0, 0];0.3;1.0;0
96;T;[0, 0];0.4;0.6;0
97;T;[0, 0];0.8;0.9;0
98;T;[0, 0];0.1;0.8;0
99;T;[0, 0];0.8;0.9;0
100;T;[0, 0];0.3;0.7;0
101;T;[0, 0];0.8;0.5;0
102;T;[0, 0];0.3;0.9;0
103;T;[0, 0];0.6;0.6;0
104;T;[0, 0];0.6;0.5;0
105;T;[0, 0];0.5;0.5;0
106;T;[0, 0];0.6;1.0;0
107;T;[0, 0];0.8;0.8;0
