NodeId;Status;Resources[CPU, MEM(RAM)];ProcessingDelay;NodeCost;PercentFailure
1;T;[0, 0];0.6;0.9;0
2;T;[0, 0];0.1;0.6;0
3;T;[0, 0];0.1;0.7;0
4;T;[0, 0];0.7;0.7;0
5;T;[0, 0];0.4;1.0;0
6;T;[0, 0];0.5;0.9;0
7;T;[0, 0];0.2;0.5;0
8;T;[0, 0];0.2;0.5;0
9;T;[0, 0];0.5;0.8;0
10;T;[0, 0];0.2;0.7;0
11;T;[0, 0];1.0;0.7;0
12;T;[0, 0];0.2;0.6;0
13;T;[0, 0];0.9;0.7;0
14;T;[0, 0];0.6;1.0;0
15;T;[0, 0];1.0;0.7;0
16;T;[0, 0];0.4;1.0;0
17;T;[0, 0];0.2;1.0;0
18;T;[0, 0];0.3;1.0;0
19;T;[0, 0];0.3;1.0;0
20;T;[0, 0];0.4;0.5;0
21;T;[0, 0];0.8;0.5;0
22;T;[0, 0];0.2;0.8;0
23;T;[0, 0];0.5;0.9;0
24;T;[0, 0];0.1;0.9;0
25;T;[0, 0];0.3;0.8;0
26;T;[0, 0];0.4;0.8;0
27;T;[0, 0];0.9;0.8;0
28;T;[0, 0];0.5;0.6;0
29;T;[0, 0];0.7;0.5;0
30;T;[0, 0];0.6;0.6;0
31;T;[0, 0];0.5;1.0;0
32;T;[0, 0];0.6;1.0;0
33;T;[0, 0];0.6;0.7;0
34;T;[0, 0];1.0;0.5;0
35;T;[0, 0];0.2;1.0;0
36;T;[0, 0];0.9;1.0;0
37;T;[0, 0];0.2;0.7;0
38;T;[0, 0];0.7;0.6;0
39;T;[0, 0];0.2;1.0;0
40;T;[0, 0];0.6;0.5;0
41;T;[0, 0];0.4;0.5;0
42;T;[0, 0];0.9;0.6;0
43;T;[0, 0];1.0;0.9;0
44;T;[0, 0];0.5;0.5;0
45;T;[0, 0];1.0;0.7;0
46;T;[0, 0];0.5;1.0;0
47;T;[0, 0];0.5;0.8;0
48;T;[0, 0];0.3;0.9;0
49;T;[0, 0];0.4;0.9;0
50;T;[0, 0];0.6;0.9;0
51;T;[0, 0];0.8;0.5;0
52;T;[0, 0];0.6;0.9;0
53;T;[0, 0];0.2;0.8;0
54;T;[0, 0];0.9;0.9;0
